trec_topic_number,trec_doc_id,pm_rel_desc,disease_desc,gene1_annotation_desc,gene1_name,gene2_annotation_desc,gene2_name,gene3_annotation_desc,gene3_name,demographics_desc,other_desc
24,NCT02549261,Not PM,,,,,,,,,
24,NCT02568267,Human PM,Exact,Exact,NTRK1,,,,,Matches,Not Discussed
24,NCT02576431,Human PM,Exact,Exact,NTRK1,,,,,Matches,Not Discussed
24,NCT02583282,Not PM,,,,,,,,,
24,NCT02586350,Not PM,,,,,,,,,
24,NCT02586922,Not PM,,,,,,,,,
24,NCT02587650,Human PM,Not Disease,Missing Variant,NTRK1,,,,,Matches,Not Discussed
24,NCT02595450,Human PM,Exact,Missing Gene,NTRK1,,,,,Not Discussed,Not Discussed
24,NCT02595840,Human PM,Exact,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT02603003,Not PM,,,,,,,,,
24,NCT02611570,Not PM,,,,,,,,,
24,NCT02612532,Not PM,,,,,,,,,
24,NCT02616393,Human PM,Exact,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT02619448,Not PM,,,,,,,,,
24,NCT02623127,Human PM,Not Disease,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT02624310,Not PM,,,,,,,,,
24,NCT02625168,Human PM,Exact,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT02630615,Not PM,,,,,,,,,
24,NCT02637687,Human PM,More Specific,Exact,NTRK1,,,,,Excludes,Not Discussed
24,NCT02645318,Not PM,,,,,,,,,
24,NCT02650401,Human PM,More Specific,Exact,NTRK1,,,,,Excludes,Not Discussed
24,NCT02657369,Human PM,Not Disease,Missing Gene,NTRK1,,,,,Excludes,Not Discussed
24,NCT02657460,Not PM,,,,,,,,,
24,NCT02666755,Not PM,,,,,,,,,
24,NCT02669433,Not PM,,,,,,,,,
24,NCT02675257,Not PM,,,,,,,,,
24,NCT02675491,Human PM,More General,Missing Variant,NTRK1,,,,,Matches,Not Discussed
24,NCT02676050,Not PM,,,,,,,,,
24,NCT02687997,Not PM,,,,,,,,,
24,NCT02688036,Not PM,,,,,,,,,
24,NCT02701374,Not PM,,,,,,,,,
24,NCT02716311,Human PM,Exact,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT02728492,Not PM,,,,,,,,,
24,NCT02733107,Not PM,,,,,,,,,
24,NCT02740894,Human PM,Exact,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT02741791,Not PM,,,,,,,,,
24,NCT02743598,Not PM,,,,,,,,,
24,NCT02747953,Human PM,Exact,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT02754388,Not PM,,,,,,,,,
24,NCT02755454,Not PM,,,,,,,,,
24,NCT02757092,Not PM,,,,,,,,,
24,NCT02764606,Not PM,,,,,,,,,
24,NCT02771470,Not PM,,,,,,,,,
24,NCT02771743,Not PM,,,,,,,,,
24,NCT02777567,Human PM,Exact,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT02786589,Not PM,,,,,,,,,
24,NCT02788669,Not PM,,,,,,,,,
24,NCT02793713,Not PM,,,,,,,,,
24,NCT02803619,Human PM,Exact,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT02804217,Not PM,,,,,,,,,
24,NCT02805062,Not PM,,,,,,,,,
24,NCT02805530,Not PM,,,,,,,,,
24,NCT02824094,Human PM,Exact,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT02833467,Human PM,Exact,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT02835066,Not PM,,,,,,,,,
24,NCT02846662,Not PM,,,,,,,,,
24,NCT02853006,Not PM,,,,,,,,,
24,NCT02860936,Human PM,Not Disease,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT02865187,Not PM,,,,,,,,,
24,NCT02877966,Not PM,,,,,,,,,
24,NCT02879994,Human PM,Exact,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT02888366,Not PM,,,,,,,,,
24,NCT02889666,Not PM,,,,,,,,,
24,NCT02895503,Not PM,,,,,,,,,
24,NCT02899754,Not PM,,,,,,,,,
24,NCT02906150,Not PM,,,,,,,,,
24,NCT02911259,Not PM,,,,,,,,,
24,NCT02920996,Human PM,Exact,Exact,NTRK1,,,,,Matches,Not Discussed
24,NCT02929290,Human PM,Exact,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT02936947,Not PM,,,,,,,,,
24,NCT02942043,Not PM,,,,,,,,,
24,NCT02943096,Not PM,,,,,,,,,
24,NCT02943265,Not PM,,,,,,,,,
24,NCT02946216,Human PM,Exact,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT02946359,Human PM,Exact,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT02949843,Human PM,Exact,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT02950337,Not PM,,,,,,,,,
24,NCT02954809,Not PM,,,,,,,,,
24,NCT02954991,Human PM,Exact,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT02965391,Not PM,,,,,,,,,
24,NCT02973321,Not PM,,,,,,,,,
24,NCT02978521,Not PM,,,,,,,,,
24,NCT02989974,Not PM,,,,,,,,,
24,NCT02990481,Human PM,More General,Missing Gene,NTRK1,,,,,Not Discussed,Not Discussed
24,NCT03002233,Not PM,,,,,,,,,
24,NCT03023813,Not PM,,,,,,,,,
24,NCT03025360,Human PM,More General,Missing Variant,NTRK1,,,,,Matches,Not Discussed
24,NCT03026426,Not PM,,,,,,,,,
24,NCT03027284,Not PM,,,,,,,,,
24,NCT03029325,Human PM,More General,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT03037385,Human PM,More Specific,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT03043248,Not PM,,,,,,,,,
24,NCT03044626,Not PM,,,,,,,,,
24,NCT03044795,Human PM,More General,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT03057340,Not PM,,,,,,,,,
24,NCT03066297,Not PM,,,,,,,,,
24,NCT03066661,Human PM,More Specific,Exact,NTRK1,,,,,Matches,Not Discussed
24,NCT03067662,Not PM,,,,,,,,,
24,NCT03072407,Not PM,,,,,,,,,
24,NCT03081741,Not PM,,,,,,,,,
24,NCT03084692,Not PM,,,,,,,,,
24,NCT03085771,Not PM,,,,,,,,,
24,NCT03088930,Human PM,Exact,Missing Gene,NTRK1,,,,,Matches,Not Discussed
24,NCT03090815,Not PM,,,,,,,,,
24,NCT03093116,Human PM,More General,Exact,NTRK1,,,,,Matches,Not Discussed
25,NCT00000606,Not PM,,,,,,,,,
25,NCT00000621,Not PM,,,,,,,,,
25,NCT00002550,Not PM,,,,,,,,,
25,NCT00002624,Not PM,,,,,,,,,
25,NCT00002822,Not PM,,,,,,,,,
25,NCT00002999,Not PM,,,,,,,,,
25,NCT00003002,Not PM,,,,,,,,,
25,NCT00003104,Not PM,,,,,,,,,
25,NCT00003159,Not PM,,,,,,,,,
25,NCT00003235,Not PM,,,,,,,,,
25,NCT00003284,Not PM,,,,,,,,,
25,NCT00003491,Not PM,,,,,,,,,
25,NCT00003526,Not PM,,,,,,,,,
25,NCT00003831,Not PM,,,,,,,,,
25,NCT00004138,Not PM,,,,,,,,,
25,NCT00004178,Not PM,,,,,,,,,
25,NCT00005666,Not PM,,,,,,,,,
25,NCT00005850,Not PM,,,,,,,,,
25,NCT00006017,Not PM,,,,,,,,,
25,NCT00020202,Not PM,,,,,,,,,
25,NCT00024076,Not PM,,,,,,,,,
25,NCT00024492,Not PM,,,,,,,,,
25,NCT00024687,Not PM,,,,,,,,,
25,NCT00034541,Not PM,,,,,,,,,
25,NCT00040794,Not PM,,,,,,,,,
25,NCT00041262,Not PM,,,,,,,,,
25,NCT00046527,Not PM,,,,,,,,,
25,NCT00046540,Not PM,,,,,,,,,
25,NCT00048633,Not PM,,,,,,,,,
25,NCT00050960,Not PM,,,,,,,,,
25,NCT00050973,Not PM,,,,,,,,,
25,NCT00059605,Not PM,,,,,,,,,
25,NCT00062335,Not PM,,,,,,,,,
25,NCT00073398,Not PM,,,,,,,,,
25,NCT00085852,Not PM,,,,,,,,,
25,NCT00087412,Not PM,,,,,,,,,
25,NCT00090961,Not PM,,,,,,,,,
25,NCT00101972,Not PM,,,,,,,,,
25,NCT00103207,Not PM,,,,,,,,,
25,NCT00117351,Not PM,,,,,,,,,
25,NCT00119171,Not PM,,,,,,,,,
25,NCT00125710,Not PM,,,,,,,,,
25,NCT00126581,Not PM,,,,,,,,,
25,NCT00129844,Not PM,,,,,,,,,
25,NCT00136513,Not PM,,,,,,,,,
25,NCT00136578,Not PM,,,,,,,,,
25,NCT00137839,Not PM,,,,,,,,,
25,NCT00159341,Not PM,,,,,,,,,
25,NCT00162110,Not PM,,,,,,,,,
25,NCT00169520,Not PM,,,,,,,,,
25,NCT00173524,Not PM,,,,,,,,,
25,NCT00194129,Not PM,,,,,,,,,
25,NCT00198380,Not PM,,,,,,,,,
25,NCT00202878,Not PM,,,,,,,,,
25,NCT00205907,Not PM,,,,,,,,,
25,NCT00205920,Not PM,,,,,,,,,
25,NCT00207337,Not PM,,,,,,,,,
25,NCT00209079,Not PM,,,,,,,,,
25,NCT00230178,Not PM,,,,,,,,,
25,NCT00246181,Not PM,,,,,,,,,
25,NCT00260871,Human PM,Exact,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT00262847,Not PM,,,,,,,,,
25,NCT00280202,Human PM,Exact,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT00284141,Not PM,,,,,,,,,
25,NCT00305617,Not PM,,,,,,,,,
25,NCT00339586,Not PM,,,,,,,,,
25,NCT00347659,Not PM,,,,,,,,,
25,NCT00365391,Not PM,,,,,,,,,
25,NCT00369551,Not PM,,,,,,,,,
25,NCT00379769,Not PM,,,,,,,,,
25,NCT00411047,Not PM,,,,,,,,,
25,NCT00416429,Not PM,,,,,,,,,
25,NCT00423735,Not PM,,,,,,,,,
25,NCT00430261,Not PM,,,,,,,,,
25,NCT00450281,Not PM,,,,,,,,,
25,NCT00454194,Not PM,,,,,,,,,
25,NCT00455936,Not PM,,,,,,,,,
25,NCT00456716,Not PM,,,,,,,,,
25,NCT00460356,Not PM,,,,,,,,,
25,NCT00466960,Not PM,,,,,,,,,
25,NCT00475007,Not PM,,,,,,,,,
25,NCT00495924,Not PM,,,,,,,,,
25,NCT00507091,Not PM,,,,,,,,,
25,NCT00511485,Not PM,,,,,,,,,
25,NCT00515164,Not PM,,,,,,,,,
25,NCT00517998,Not PM,,,,,,,,,
25,NCT00531076,Not PM,,,,,,,,,
25,NCT00532805,Not PM,,,,,,,,,
25,NCT00557115,Not PM,,,,,,,,,
25,NCT00566839,Not PM,,,,,,,,,
25,NCT00566995,Not PM,,,,,,,,,
25,NCT00570401,Not PM,,,,,,,,,
25,NCT00579683,Not PM,,,,,,,,,
25,NCT00585195,Human PM,More General,Missing Variant,MET Amplification,,,,,Matches,Not Discussed
25,NCT00585845,Not PM,,,,,,,,,
25,NCT00586443,Not PM,,,,,,,,,
25,NCT00591838,Not PM,,,,,,,,,
25,NCT00601796,Not PM,,,,,,,,,
25,NCT00613730,Not PM,,,,,,,,,
25,NCT00613860,Not PM,,,,,,,,,
25,NCT00630227,Not PM,,,,,,,,,
25,NCT00632203,Not PM,,,,,,,,,
25,NCT00640484,Not PM,,,,,,,,,
25,NCT00640861,Not PM,,,,,,,,,
25,NCT00654186,Not PM,,,,,,,,,
25,NCT00675454,Not PM,,,,,,,,,
25,NCT00684892,Not PM,,,,,,,,,
25,NCT00697632,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT00707252,Human PM,More General,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT00716456,Not PM,,,,,,,,,
25,NCT00730301,Not PM,,,,,,,,,
25,NCT00756639,Not PM,,,,,,,,,
25,NCT00782535,Not PM,,,,,,,,,
25,NCT00788957,Not PM,,,,,,,,,
25,NCT00810017,Not PM,,,,,,,,,
25,NCT00813384,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT00818441,Not PM,,,,,,,,,
25,NCT00823927,Not PM,,,,,,,,,
25,NCT00858520,Not PM,,,,,,,,,
25,NCT00862173,Not PM,,,,,,,,,
25,NCT00869544,Not PM,,,,,,,,,
25,NCT00870857,Not PM,,,,,,,,,
25,NCT00874497,Not PM,,,,,,,,,
25,NCT00883480,Not PM,,,,,,,,,
25,NCT00890617,Not PM,,,,,,,,,
25,NCT00897533,Not PM,,,,,,,,,
25,NCT00898573,Human PM,Not Disease,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT00899093,Not PM,,,,,,,,,
25,NCT00900328,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT00925171,Not PM,,,,,,,,,
25,NCT00935779,Not PM,,,,,,,,,
25,NCT00940069,Not PM,,,,,,,,,
25,NCT00955695,Not PM,,,,,,,,,
25,NCT00973427,Not PM,,,,,,,,,
25,NCT00974064,Not PM,,,,,,,,,
25,NCT00989651,Not PM,,,,,,,,,
25,NCT00995852,Not PM,,,,,,,,,
25,NCT00996892,Not PM,,,,,,,,,
25,NCT00997334,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT01003899,Not PM,,,,,,,,,
25,NCT01014286,Not PM,,,,,,,,,
25,NCT01014442,Not PM,,,,,,,,,
25,NCT01022723,Not PM,,,,,,,,,
25,NCT01023828,Not PM,,,,,,,,,
25,NCT01026467,Not PM,,,,,,,,,
25,NCT01039207,Not PM,,,,,,,,,
25,NCT01039948,Not PM,,,,,,,,,
25,NCT01041586,Not PM,,,,,,,,,
25,NCT01049776,Not PM,,,,,,,,,
25,NCT01051258,Not PM,,,,,,,,,
25,NCT01051934,Not PM,,,,,,,,,
25,NCT01068587,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT01068977,Human PM,More General,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT01074411,Not PM,,,,,,,,,
25,NCT01100840,Not PM,,,,,,,,,
25,NCT01101451,Not PM,,,,,,,,,
25,NCT01101958,Not PM,,,,,,,,,
25,NCT01102712,Not PM,,,,,,,,,
25,NCT01106781,Not PM,,,,,,,,,
25,NCT01110083,Human PM,More General,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT01110252,Not PM,,,,,,,,,
25,NCT01121367,Not PM,,,,,,,,,
25,NCT01121588,Human PM,Not Disease,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT01141686,Human PM,More General,Missing Variant,MET Amplification,,,,,Matches,Not Discussed
25,NCT01147211,Not PM,,,,,,,,,
25,NCT01163058,Human PM,More General,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT01167972,Not PM,,,,,,,,,
25,NCT01180153,Not PM,,,,,,,,,
25,NCT01181466,Not PM,,,,,,,,,
25,NCT01191099,Not PM,,,,,,,,,
25,NCT01193270,Not PM,,,,,,,,,
25,NCT01193881,Not PM,,,,,,,,,
25,NCT01194635,Human PM,Not Disease,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT01218516,Not PM,,,,,,,,,
25,NCT01220908,Not PM,,,,,,,,,
25,NCT01229020,Not PM,,,,,,,,,
25,NCT01237171,Not PM,,,,,,,,,
25,NCT01244191,Human PM,More General,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT01246960,Not PM,,,,,,,,,
25,NCT01249053,Not PM,,,,,,,,,
25,NCT01249066,Not PM,,,,,,,,,
25,NCT01275651,Not PM,,,,,,,,,
25,NCT01300429,Not PM,,,,,,,,,
25,NCT01306513,Not PM,,,,,,,,,
25,NCT01320566,Not PM,,,,,,,,,
25,NCT01321411,Not PM,,,,,,,,,
25,NCT01326572,Not PM,,,,,,,,,
25,NCT01334307,Not PM,,,,,,,,,
25,NCT01360931,Not PM,,,,,,,,,
25,NCT01362790,Not PM,,,,,,,,,
25,NCT01372813,Not PM,,,,,,,,,
25,NCT01385722,Not PM,,,,,,,,,
25,NCT01391533,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT01395758,Not PM,,,,,,,,,
25,NCT01415739,Not PM,,,,,,,,,
25,NCT01421082,Not PM,,,,,,,,,
25,NCT01431625,Not PM,,,,,,,,,
25,NCT01441128,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT01449175,Not PM,,,,,,,,,
25,NCT01449292,Not PM,,,,,,,,,
25,NCT01456325,Human PM,More General,Missing Variant,MET Amplification,,,,,Matches,Not Discussed
25,NCT01457846,Not PM,,,,,,,,,
25,NCT01472016,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT01480141,Not PM,,,,,,,,,
25,NCT01482585,Not PM,,,,,,,,,
25,NCT01497457,Not PM,,,,,,,,,
25,NCT01502202,Not PM,,,,,,,,,
25,NCT01519414,Not PM,,,,,,,,,
25,NCT01519804,Human PM,Not Disease,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT01520064,Not PM,,,,,,,,,
25,NCT01520740,Not PM,,,,,,,,,
25,NCT01523340,Animal PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT01525199,Not PM,,,,,,,,,
25,NCT01542437,Not PM,,,,,,,,,
25,NCT01546428,Human PM,More General,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT01558011,Not PM,,,,,,,,,
25,NCT01561456,Not PM,,,,,,,,,
25,NCT01564329,Not PM,,,,,,,,,
25,NCT01565538,Not PM,,,,,,,,,
25,NCT01575522,Human PM,Not Disease,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT01578551,Not PM,,,,,,,,,
25,NCT01578668,Not PM,,,,,,,,,
25,NCT01588704,Not PM,,,,,,,,,
25,NCT01590719,Human PM,Not Disease,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT01602510,Not PM,,,,,,,,,
25,NCT01606878,Not PM,,,,,,,,,
25,NCT01611857,Not PM,,,,,,,,,
25,NCT01635595,Not PM,,,,,,,,,
25,NCT01639508,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT01640288,Not PM,,,,,,,,,
25,NCT01657214,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT01665417,Not PM,,,,,,,,,
25,NCT01668823,Not PM,,,,,,,,,
25,NCT01682018,Not PM,,,,,,,,,
25,NCT01682850,Not PM,,,,,,,,,
25,NCT01687946,Not PM,,,,,,,,,
25,NCT01688973,Human PM,Not Disease,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT01697163,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT01708954,Human PM,More General,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT01719263,Not PM,,,,,,,,,
25,NCT01725165,Not PM,,,,,,,,,
25,NCT01726465,Not PM,,,,,,,,,
25,NCT01728662,Not PM,,,,,,,,,
25,NCT01744093,Not PM,,,,,,,,,
25,NCT01749384,Human PM,More General,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT01758055,Not PM,,,,,,,,,
25,NCT01773018,Human PM,More General,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT01774526,Human PM,Exact,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT01776684,Not PM,,,,,,,,,
25,NCT01791374,Human PM,More General,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT01795768,Not PM,,,,,,,,,
25,NCT01796392,Not PM,,,,,,,,,
25,NCT01811212,Human PM,Not Disease,Missing Variant,MET Amplification,,,,,Matches,Not Discussed
25,NCT01817023,Not PM,,,,,,,,,
25,NCT01819363,Not PM,,,,,,,,,
25,NCT01819428,Not PM,,,,,,,,,
25,NCT01822795,Not PM,,,,,,,,,
25,NCT01824966,Not PM,,,,,,,,,
25,NCT01827852,Not PM,,,,,,,,,
25,NCT01829217,Not PM,,,,,,,,,
25,NCT01832506,Human PM,More General,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT01834170,Not PM,,,,,,,,,
25,NCT01835184,Human PM,Not Disease,Missing Variant,MET Amplification,,,,,Matches,Not Discussed
25,NCT01836133,Not PM,,,,,,,,,
25,NCT01851096,Not PM,,,,,,,,,
25,NCT01855854,Not PM,,,,,,,,,
25,NCT01860898,Not PM,,,,,,,,,
25,NCT01861301,Human PM,Not Disease,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT01866410,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT01869205,Not PM,,,,,,,,,
25,NCT01871480,Not PM,,,,,,,,,
25,NCT01874938,Human PM,Not Disease,Missing Variant,MET Amplification,,,,,Matches,Not Discussed
25,NCT01877083,Not PM,,,,,,,,,
25,NCT01880957,Not PM,,,,,,,,,
25,NCT01908933,Not PM,,,,,,,,,
25,NCT01911507,Human PM,More General,Missing Variant,MET Amplification,,,,,Matches,Not Discussed
25,NCT01922583,Not PM,,,,,,,,,
25,NCT01932229,Not PM,,,,,,,,,
25,NCT01935336,Not PM,,,,,,,,,
25,NCT01935934,Human PM,Not Disease,Exact,MET Amplification,,,,,Excludes,Not Discussed
25,NCT01942629,Not PM,,,,,,,,,
25,NCT01945021,Not PM,,,,,,,,,
25,NCT01946100,Not PM,,,,,,,,,
25,NCT01949181,Not PM,,,,,,,,,
25,NCT01964157,Not PM,,,,,,,,,
25,NCT01969734,Not PM,,,,,,,,,
25,NCT01970540,Not PM,,,,,,,,,
25,NCT01974258,Human PM,More General,Missing Variant,MET Amplification,,,,,Matches,Excludes
25,NCT01982955,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT01986595,Not PM,,,,,,,,,
25,NCT01997775,Not PM,,,,,,,,,
25,NCT02002416,Human PM,Not Disease,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT02006576,Not PM,,,,,,,,,
25,NCT02008383,Human PM,Not Disease,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT02010047,Not PM,,,,,,,,,
25,NCT02011997,Not PM,,,,,,,,,
25,NCT02014831,Not PM,,,,,,,,,
25,NCT02016534,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT02022683,Not PM,,,,,,,,,
25,NCT02025205,Not PM,,,,,,,,,
25,NCT02034097,Human PM,More General,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT02034981,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT02042105,Not PM,,,,,,,,,
25,NCT02044601,Not PM,,,,,,,,,
25,NCT02056158,Not PM,,,,,,,,,
25,NCT02077062,Not PM,,,,,,,,,
25,NCT02080650,Not PM,,,,,,,,,
25,NCT02093000,Not PM,,,,,,,,,
25,NCT02096666,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT02098954,Human PM,More General,Missing Variant,MET Amplification,,,,,Matches,Not Discussed
25,NCT02100800,Not PM,,,,,,,,,
25,NCT02103257,Not PM,,,,,,,,,
25,NCT02115373,Human PM,Not Disease,Missing Variant,MET Amplification,,,,,Matches,Not Discussed
25,NCT02121925,Not PM,,,,,,,,,
25,NCT02125240,Not PM,,,,,,,,,
25,NCT02132143,Not PM,,,,,,,,,
25,NCT02132598,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT02134912,Human PM,Exact,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT02137343,Human PM,Not Disease,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT02142803,Not PM,,,,,,,,,
25,NCT02146170,Not PM,,,,,,,,,
25,NCT02183870,Not PM,,,,,,,,,
25,NCT02186847,Not PM,,,,,,,,,
25,NCT02206334,Not PM,,,,,,,,,
25,NCT02207504,Not PM,,,,,,,,,
25,NCT02207985,Not PM,,,,,,,,,
25,NCT02219711,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT02239432,Not PM,,,,,,,,,
25,NCT02252913,Human PM,Not Disease,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT02276027,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT02283424,Not PM,,,,,,,,,
25,NCT02284490,Not PM,,,,,,,,,
25,NCT02291510,Not PM,,,,,,,,,
25,NCT02295761,Not PM,,,,,,,,,
25,NCT02296125,Not PM,,,,,,,,,
25,NCT02296879,Human PM,More General,Missing Variant,MET Amplification,,,,,Matches,Not Discussed
25,NCT02303977,Not PM,,,,,,,,,
25,NCT02321046,Not PM,,,,,,,,,
25,NCT02323126,Human PM,More General,Missing Variant,MET Amplification,,,,,Matches,Not Discussed
25,NCT02335944,Human PM,More General,Missing Variant,MET Amplification,,,,,Matches,Not Discussed
25,NCT02344810,Human PM,Not Disease,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT02374645,Human PM,More General,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT02382367,Not PM,,,,,,,,,
25,NCT02394548,Not PM,,,,,,,,,
25,NCT02399566,Not PM,,,,,,,,,
25,NCT02419287,Not PM,,,,,,,,,
25,NCT02435108,Human PM,Not Disease,Missing Variant,MET Amplification,,,,,Matches,Not Discussed
25,NCT02435121,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT02439528,Not PM,,,,,,,,,
25,NCT02447380,Human PM,Not Disease,Missing Variant,MET Amplification,,,,,Matches,Not Discussed
25,NCT02447406,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT02449551,Human PM,Not Disease,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT02450591,Not PM,,,,,,,,,
25,NCT02451553,Not PM,,,,,,,,,
25,NCT02475720,Not PM,,,,,,,,,
25,NCT02485652,Not PM,,,,,,,,,
25,NCT02493582,Not PM,,,,,,,,,
25,NCT02497586,Not PM,,,,,,,,,
25,NCT02498613,Not PM,,,,,,,,,
25,NCT02499614,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT02502240,Not PM,,,,,,,,,
25,NCT02510001,Human PM,Not Disease,Missing Variant,MET Amplification,,,,,Matches,Not Discussed
25,NCT02511288,Not PM,,,,,,,,,
25,NCT02513667,Not PM,,,,,,,,,
25,NCT02515773,Not PM,,,,,,,,,
25,NCT02518802,Not PM,,,,,,,,,
25,NCT02544633,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT02551653,Not PM,,,,,,,,,
25,NCT02554591,Not PM,,,,,,,,,
25,NCT02580708,Not PM,,,,,,,,,
25,NCT02608411,Human PM,More General,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT02621333,Not PM,,,,,,,,,
25,NCT02625168,Not PM,,,,,,,,,
25,NCT02638909,Not PM,,,,,,,,,
25,NCT02648724,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT02650375,Human PM,More General,Exact,MET Amplification,,,,,Matches,Not Discussed
25,NCT02664935,Human PM,More General,Missing Gene,MET Amplification,,,,,Matches,Not Discussed
25,NCT02668393,Not PM,,,,,,,,,
25,NCT02676050,Not PM,,,,,,,,,
25,NCT02682147,Not PM,,,,,,,,,
25,NCT02691871,Not PM,,,,,,,,,
25,NCT02701907,Not PM,,,,,,,,,
25,NCT02704767,Not PM,,,,,,,,,
25,NCT02705144,Not PM,,,,,,,,,
25,NCT02706691,Not PM,,,,,,,,,
25,NCT02716311,Not PM,,,,,,,,,
25,NCT02736643,Not PM,,,,,,,,,
25,NCT02737774,Not PM,,,,,,,,,
25,NCT02738684,Not PM,,,,,,,,,
25,NCT02741778,Not PM,,,,,,,,,
